event_timestamp,type,peer,details_totalPeers,details_avgScore,details_bannedPeers,details_disconnectedPeers,details_healthyPeers,details_bannedPercent,details_disconnectedPercent,details_needMorePeers,details_willDisconnect,details_disconnectReasons,details_attnetQueries,details_syncnetQueries,details_custodyQueries,details_isStarved,details_starvedSlots,details_headSlotGap,details_currentSlot,details_peerHeadSlot,details_peersToConnect,details_custodyGroups,details_subnetRequests,details_cachedENRs,details_timestamp,details_attnetsCount,details_syncnetsCount,details_ourPeersToConnect,details_status,details_error,details_durationMs,details_client,details_direction,details_address,details_connectionStatus,details_method,details_methodName,details_versions,details_sizeBytes,details_requestPreview,details_agentVersion,details_protocols,details_errorCode,details_errorMessage,details_latencyMs,details_success,details_reason,details_disconnectReason,details_scoreState,details_seqNumber,details_isResponseToOurPing,details_forkDigest,details_headSlot,details_finalizedEpoch,details_version,details_encoding,details_peerId,details_fork,details_seenAt,details_aggregatorIndex,details_slot,details_attestationCount,details_subnet,details_proposerIndex,details_blockRoot,details_peer,details_responseType,details_responseData,details_enrsFound,details_queryDurationMs,details_reasonCode,details_reasonText,details_peerFinalizedEpoch,details_metrics,details_validators,details_addedSubnets,details_removedSubnets,details_totalBefore,details_totalAfter,details_isValidator,details_note,timestamp_dt,peer_linked
2026-01-07T20:11:53.394Z,PEER_GOODBYE_RECEIVED,16Uiu2HAkxocuT6N3UrrGTC7Bze2sgKaruL9nTdAyjgjXdfk841yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:53.394000+00:00,
2026-01-07T20:11:53.521Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmQR3qZmXyKiWHTj4YweRSVRkYhx7DsDaU4YuWGqT2uiLq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:53.521000+00:00,
2026-01-07T20:11:58.919Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmAy9F8vBW3LAyXVSk71D9psw4pWLebUyyZEbuJxSDDUM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:58.919000+00:00,
2026-01-07T20:12:12.828Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm7DcEVCzojC33DBb5ZfvtRxmrt7jKPf36WSTcU92iLwsV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:12:12.828000+00:00,
2026-01-07T20:12:57.731Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm2AfVRhyot6vRiruZDKYsPCeLE4YYkgst84D79mppirP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:12:57.731000+00:00,
2026-01-07T20:13:21.191Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmPrrR7rZ6scA19bC1MqtNt1sgoasBER6Y2wPXGk6fizPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Internal fault/error,,,,,,,,,,2026-01-07 20:13:21.191000+00:00,
2026-01-07T20:13:57.936Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm3u5yZFP7jgnnE8oHEokTS1vAuCd6Jf1m4faLo6DTbpmK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:13:57.936000+00:00,
2026-01-07T20:13:58.018Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmTU6jdYKbg4Xov7z6xTxGVDKNvcXHETLiA45NXS38smHd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teku,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:13:58.018000+00:00,
2026-01-07T20:14:02.089Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmGHHAyKduQvzazvvNRXFzyDvV4KhJiUQWTdjpoig8Qp6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teku,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:14:02.089000+00:00,
2026-01-07T20:14:03.224Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmCUxhhhpjn6intdCX6qV2WPmNNz1wF1KM31QfrZEx5uXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:14:03.224000+00:00,
